title,prerequisites,description,is_project_based,languages,is_spring_26,url,days (spring 26),times (spring 26),location (spring 26),professor (spring 26)
COMP_SCI 496: Emerging Risks for Humans Interacting with Technologies,"CS Students (BA/BS, MS, PhDs) or Instructor permission","This course offers a practical exploration of the multifaceted relationship between human beings and technological advancement. As we navigate the critical junction where the robust computational capabilities of modern hardware meet the swift evolution of software, we encounter technologies that wield the power to redefine our daily lives, societal structures, and environmental footprints. With this power, however, comes the potential for harmful and unethical consequences that we, as a society, must proactively identify and mitigate. This course fulfills the CS Technical Elective requirement. This course cross-list with MSAI 495-2. INSTRUCTOR: Prof. Oleg Evdokimov",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/496-42.html,,,,
COMP_SCI 496: Quantum Computer Applications and Programming,,Under Construction - Coming Soon REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: N/A COURSE COORDINATORS: Prof. Kate Smith COURSE INSTRUCTOR: Prof. Kate Smith (Spring),0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/496-44.html,,,,
COMP_SCI 301: Introduction to Robotics Laboratory,,"A laboratory-based introduction to robotics. Focus will be on both hardware (sensors and actuators) and software (sensor processing and behavior development). Topics will include: the basics in kinematics, dynamics, control, and motion planning; and an introduction to Artificial Intelligence (AI) and Machine Learning (ML). Formerly ELEC_ENG/COMP_ENG/COMP_SCI 295. Cross-listed as MECH_ENG 301-0-1 This class is NOT FOR GRADUATE CREDIT. Pre-requisites: Some programming experience (COMP_SCI 110 or COMP_SCI 111 or COMP_SCI 150 or Mech_Eng 224), or permission of instructor. REQUIRED TEXT: The Robotics Primer, MIT Press 2007, Maja J. Matarić. COURSE COORDINATOR: Prof. Brenna Argall DETAILED COURSE TOPICS: Open-loop control, with different types of hardware/motion (mobility, manipulation); Closed-loop control and sensor processing, with different types of sensors; Reactive control, behavior-based robotics, reasoning about uncertainty; Basics in AI and ML, with simple learning techniques. ASSIGNMENTS: Coursework will consist primarily of laboratory assignments, that include (some) hardware construction and (more) software development. Laboratory work will be done in groups of 2-3 students. Each lab assignment will be demoed and written up as a report (individually). COURSE OBJECTIVES: At the end of this course students should understand the fundamentals of autonomous robot operation, and be able to program a robot to read from its sensors and perform simple (hard-coded and learned) tasks.",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/301.html,,,,
COMP_SCI 196: Applied Generative AI for Experienced Programmers,Comp_sci 214,Under Construction - Coming Soon REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: N/A COURSE COORDINATORS: Prof. Anya Bardach COURSE INSTRUCTOR: Prof. Anya Bardach,0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/196-2.html,,,,
COMP_SCI 330: Human Computer Interaction,CS 214 and has not completed CS 329 or Graduate Standing and has not completed CS 329,"Introduction to human-computer interaction and the design of systems that work for people and their organizations. The goal is to understand the manner in which humans interact with, and use, their computers for productive work. The course focus is on the interface as designed artifact. The interface is a design problem without a single ""correct"" solution but which has many ""good"" solutions and a plethora of ""bad"" solutions. Class discussion centers on what makes an interface good and proven techniques for designing interfaces that meet human needs. This course satisfies the CS Project Course & CS Breadth: Interfaces requirement. Spring: Students will be required to attend two lectures (MW) and one lab. REQUIRED TEXTBOOK: None REFERENCE TEXTBOOKS: None COURSE INSTRUCTOR: Prof. Matthew Kay (Fall) & Victoria Chávez (Summer)",1,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/330-1.html,TuTh,9:30AM-10:50AM,The Garage,Marcelo Worsley
COMP_SCI 345: Distributed Systems,Students must have completed COMP_SCI 213 and COMP_SCI 214 to enroll in this course.,"Basic principles behind distributed systems (collections of independent components that appear to users as a single coherent system) and main paradigms used to organize them. This course satisfies the Systems breadth & project requirement COURSE COORDINATOR : Prof. Fabián E. Bustamante DETAILED DESCRIPTION: Distributed systems consists of a collection of independent computers that appears to its users as a single coherent system. While their early development followed the emergence of high-speed local area computer networks at the beginning of 1970s, the recent availability of powerful and cheap microprocessors and pervasive connectivity has brought the topic to everyone's attention. In this course we discuss some of the basic principles behind distributed systems and review some of the main paradigms used to organize them. REQUIRED TEXTS: Andrew S. Tanenbaum and Maarten van Steen. Distributed Systems: Principles and Paradigms. Prentice Hall, 2nd Ed., 2006 GRADES : Grades are based on a term-long project, homework assignments, class participation and a take-home final exam. LABORATORY PROJECTS : Wide-area testbed Clusters DETAILED COURSE TOPICS: 1. Introduction: Distributed systems and their goals, hardware and software concepts, traditional and modern architectures for distributed systems. 2. Wide-area distributed systems and PlanetLab: Issues with wide-area distributed systems and brief introduction to PlanetLab. 3. Communication: Basics of communication, remote procedure calls, remote object invocation, message-oriented and stream-oriented communication. 4. Processes: Clients, servers, code migration and software agents. 5. Naming: Naming and locating entities, removing unreferenced entities. 6. Synchronization: Synchronization in distributed systems, logical time, global state, elections and mutual exclusion. 7. Consistency and replication: Data replication, scalability, and consistency 8. Fault tolerance: Making distributed systems fault tolerant; reliable and resilient multicasting. 9. Security: Secure communication and authorization in distributed systems. 10. Review of major distributed systems paradigms: object systems, file systems, document-based systems, and coordination-based systems COURSE GOALS: To teach the fundamental concepts and working details of distributed systems and the underlying technologies. Topics include distributed systems architectures, processes, communication and synchronization, consistency and replication, fault-tolerance and security. COURSE OUTCOMES: Having successfully completed the course, students will able to Present a conceptual model of distributed systems Describes key components of a distributed system and evaluate the tradeoffs of alternative architectural models Suggest algorithm suitable for application in distributed systems . Build prototype implementations of distributed systems Demonstrate an understanding of the challenges faced by future distributed systems",1,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/345.html,TuTh,11:00AM-12:20PM,Tech Institute,Fabián E. Bustamante
"COMP_SCI 324, 424: Dynamics of Programming Languages",COMP_SCI  321 or Instructor consent,"The focus of the course is the rigorous analysis of programming languages. Where COMP_SCI 321 looks at languages through the lens of interpreter-based implementation, this course strips the languages down to their essential parts and describes them mathematically. This mathematical description of languages allows us to state and prove properties that validate their design. Through a series of lectures, you will learn: (i) how to describe the essence of programming languages in math; (ii) how to state and prove their basic properties; (iii) how to use PLT Redex, a domain-specific language, to turn the math into programs that you can test and experiment with. To put these lessons in good use, you will investigate programming language designs from the research literature, translate them into Redex programs, test them and present your findings in class. Formerly Comp_Sci 396/496 - last offer was Spring 2022 This course satisfies CS Technical Elective. COURSE INSTRUCTOR: Prof. Christos Dimoulas RECOMMENDED TEXT: Semantics Engineering with PLT Redex",0,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/324-424.html,TuTh,2:00PM-3:20PM,Tech Institute,Christos Dimoulas
COMP_SCI 416: Mathematical Foundations of Machine Learning,PhDs students only,"This class will meet for 3 hours per week and an additional (and optional) tutorial/review sessions may be scheduled as needed. Cros s-listed with STAT 435 COURSE DESCRIPTION: In this course, students are expected to explore some mathematical foundations of modern machine learning under a problem-solving framework. Topics include probability theory, frequentist statistics, Bayesian statistics, tensor algebra, vector calculus, convex and stochastic optimization, sequential optimization, and dynamic programming. This class strongly emphasizes on developing problem-solving skills. SYLLABUS: - Motivation and a unified framework for machine learning - Probability theory, statistical models, statistical inference - Frequentist and Bayesian Statistics - Tensor algebra, vector calculus and auto-differentiation - Convex and stochastic optimization - Sequential optimization and dynamic programming EVALUATION: Students will be evaluated based on in-class problem solving and take-home assignments. REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: No required textbook. In-class lecture notes will be provided. COURSE COORDINATORS: Prof. Han Liu COURSE INSTRUCTOR : Prof. Han Liu",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/416.html,,,,
COMP_SCI 496: High-Dimensional Probability for Computer Science,CS PhDs or Instructor permission,"The main goal of this course is to introduce core ideas and techniques from high-dimensional probability, with an emphasis on applications in algorithms and machine learning. The course covers concentration of measure, random matrices, random walks and Markov chains, optimal transport, and stochastic differential equations. Each topic is developed alongside representative algorithmic applications, including algorithmic statistics, learning algorithms, sketching and dimensionality reduction, efficient sampling methods, and diffusion-based generative models. INSTRUCTOR: Prof. Sidhanth Mohanty",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/496-4.html,,,,
COMP_SCI 496: Preference Aggregation for AI Alignment,CS PhD or Permission of Instructor,"The purpose of this course is to understand how techniques and ideas from (computational) social choice can be used for AI Alignment, notably for Reinforcement Learning from Human Preferences (RLHF). The students will read and present a number of recent papers that cover this topic (mostly papers from NeurIPS/ICML/ICLR published from 2023 onwards), and work on research projects that extend the ideas in the papers presented in class. This course fulfills the Technical Elective area. COURSE COORDINATORS: Prof. Elkind COURSE INSTRUCTOR: Prof. Elkind",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/496-45.html,,,,
COMP_SCI 496: Graduate Social Network Analysis,CS PhD and Masterâs students,"This seminar is intended to review theoretical, conceptual, and analytic issues associated with network perspectives on communicating and organizing. Cross-listed with IEMS 441-1 & MTS 525-20. TOPICS The course will review scholarship on the science of networks in communication, computer science, economics, engineering, organizational science, life sciences, physical sciences, political science, psychology, and sociology, in order to take an in-depth look at theories, methods, and tools to examine the structure and dynamics of networks. Course Readings All readings will be posted on the Perusall app on the Canvas site, available by clicking “Perusall” in the menu on the courses Canvas homepage. The syllabus includes the required readings for the class, which are listed in the order we recommend reading them. Each week we also provide a list of optional readings that are designed to be informative for students with specific interests including Communication, Management Science, Computer Science, Mechanical Engineering, Design. Those optional readings for each week are available in Perusall.” REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: N/A COURSE COORDINATORS: Noshir Contractor COURSE INSTRUCTOR : Prof. Contractor",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/496-37.html,,,,
"COMP_ENG 365, 465: Internet-of-Things Sensors, Systems, and Applications","Helpful but not required: experience with embedded systems and microprocessors (e.g. COMP_ENG 346, 347, 366, 355), basic understanding of signals and systems (e.g. COMP_SCI 213, ELEC_ENG 222); knowledge of communication systems (e.g. ELEC_ENG 307) and data structures (e.g. COMP_SCI 214).","RECOMMENDED TEXT: TBD TEACHING ASSISTANT: TBD INSTRUCTOR: James Moawad COURSE DESCRIPTION: In-depth review of advanced technology surrounding the Internet-of-Things; including wireless sensing networks, wearables, drones, privacy, machine learning, and energy-efficient computing. Application domains in health, infrastructure monitoring, green computing and others are explored. Following a seminar format with alongside exploration of new research areas through a project proposal. COURSE OVERVIEW: Buildings that recognize and adapt to their occupants, teams of drones that perform search and rescue or survey architectural digs, invisible implantable or wearables devices that support and protect patients in hospitals and homes, swarms of postage-stamp sized satellites orbiting earth supporting global scale space experiments. These applications and others have motivated the development of the Internet-of-Things (IoT); a paradigm for computing where trillions of tiny, even invisible computers support daily life, infrastructure, and humanity in general. While promising to revolutionize computing and the world, this there are still many challenges, but most prominently in how we manage the computation, storage, and analysis of the immense amount of data generated by these tiny sensors. Edge Computing is a new paradigm shift in IoT systems, where computing occurs within (or near) a IoT device or sensor. Devices have become increasingly more connected with the ability to transmit data to the cloud or centralized servers. Should collected data be sent off to the cloud? Should it be kept local at the “edge”? Where should computation be performed? When designing a connected device, there are numerous tradeoffs regarding where the compute should occur, how data is transmitted, what data is needed where, etc. This course presents a view of the tasks required in connected systems beginning with data collection, storage and movement of data, and tradeoffs regarding computing on data at the “edge” rather than in the cloud or centralized servers. The course focuses on developing the necessary skillsets to solve real-world design challenges for IoT and connected applications, using industry-standard methodologies. We will first explore collecting input data from sensors, using hands-on labs with basic sensors such as temperature sensors and accelerometer data. We will then discuss storage of the data and design decisions related to where the stored data should reside, whether locally on the IoT device itself or in the cloud / remote server. We will then explore topics related to edge compute and benefits that can be achieved: data transmission reduction, latency reduction, responsiveness. Design tradeoffs such as data precision and accuracy will be explored as well as power efficiency. We will also discuss how Deep Learning inference can be implemented at the edge rather than in the cloud. This can be combined with discussion of using imaging/video as an input sensor and how transmitting video up to the cloud quickly becomes costly and difficult to scale. COURSE GOALS: When a student completes this course, s/he should be able to: •     Understand what is meant by the term “edge” within a connected system. •     Explain options for where computation can be performed within a connected system. •     Understand the tradeoffs associated with performing compute in the cloud or a centralized server cluster. •     Explain the reasons why it may be advantageous to compute at the edge. •     Know how to reduce compute complexity in order to fit within the compute envelope of edge devices. •     Build a device which performs edge compute and sends resulting decimated data to the cloud. LAB PROJECTS This course is project oriented. Students will gain experience in software programming for hardware architectures using commercial off-the-shelf ARM SoC FPGA boards and IoT sensors. Students will use industry standard computer-aided design tools to develop, simulate and synthesize the hardware designs. Each student will have the opportunity to design several projects individually and work in groups for the final project. COMPUTER USAGE Students will utilize the Intel Quartus and Microsoft Azure. Intel Quartus is available to download for free or may be used in the CG50 computer labs. A free Azure for Students account on Microsoft Azure will need to be created. GRADING Grading is team-based, and is composed of the following: •      50% Weekly Labs (5) •      30% Final Project & Presentation •      20% Class Participation CLASS SCHEDULE Week 1: ·      Lecture 1: Connected Devices; Edge vs. Cloud; software vs. hardware ·      Lab 1: Using an ARM Cortex-A9 System Week 2: ·      Lecture 2: Physical computing: Sensors, actuators, data generation ·      Lab 2: Getting Started with Linux on ARM Cortex-A9 Week 3: ·      Lecture 3: Tradeoffs: power, bandwidth, latency, costs, etc. ·      Lab 3: Developing Linux Programs that Communicate with Wifi and Bluetooth Low Energy (BLE) Week 4: ·      Lecture 4: Computational Complexity: Precision vs. Accuracy, Quantization ·      Lab 4: Image Edge Detection on Microsoft Azure (cloud) vs. locally Week 5: ·      Lecture 5: Computing architectures: CPU, GPU, custom HW engines (FPGA) ·      Lab 5: Gathering data from sensors and sending summary data to the cloud Week 6: ·      Lecture 6: Quantization, Floating-Point, Fixed-Point Architectures ·      Final Project Proposal Due Week 7: ·      Lecture 7: Deep Learning Week 8-10: ·      Final Project ACADEMIC INTEGRITY Students in this course are required to comply with the policies found in the booklet, ""Academic Integrity at Northwestern University: A Basic Guide"". All papers submitted for credit in this course must be submitted electronically unless otherwise instructed by the professor. Your written work may be tested for plagiarized content. For details regarding academic integrity at Northwestern, please view or download the guide. DISABILITY ACCOMMODATIONS Northwestern University is committed to providing the most accessible learning environment as possible for students with disabilities. Should you anticipate or experience disability-related barriers in the academic setting, please contact AccessibleNU to move forward with the university’s established accommodation process (e: accessiblenu@northwestern.edu; p: 847-467-5530). If you already have established accommodations with AccessibleNU, please let me know as soon as possible, preferably within the first two weeks of the term, so we can work together to implement your disability accommodations. Disability information, including academic accommodations, is confidential under the Family Educational Rights and Privacy Act. EXCEPTIONS TO CLASS MODALITY Class sessions for this course will occur in person. Individual students will not be granted permission to attend remotely except as the result of an Americans with Disabilities Act (ADA) accommodation as determined by AccessibleNU. Maintaining the health of the community remains our priority. If you are experiencing any symptoms of COVID do not attend class and update your Symptom Tracker application right away to connect with Northwestern’s Case Management Team for guidance on next steps. Also contact the instructor as soon as possible to arrange to complete coursework. Students who experience a personal emergency should contact the instructor as soon as possible to arrange to complete coursework. Should public health recommendations prevent in person class from being held on a given day, the instructor or the university will notify students. CLASS RECORDINGS This class or portions of this class will be recorded by the instructor for educational purpose and available to the class during the quarter. Your instructor will communicate how you can access the recordings. Portions of the course that contain images, questions or commentary/discussion by students will be edited out of any recordings that are saved beyond the current term. PROHIBITION OF CLASS RECORDINGS BY STUDENTS Unauthorized student recording of classroom or other academic activities (including advising sessions or office hours) is prohibited. Unauthorized recording is unethical and may also be a violation of University policy and state law. Students requesting the use of assistive technology as an accommodation should contact AccessibleNU. Unauthorized use of classroom recordings – including distributing or posting them – is also prohibited. Under the University’s Copyright Policy, faculty own the copyright to instructional materials – including those resources created specifically for the purposes of instruction, such as syllabi, lectures and lecture notes, and presentations. Students cannot copy, reproduce, display, or distribute these materials. Students who engage in unauthorized recording, unauthorized use of a recording, or unauthorized distribution of instructional materials will be referred to the appropriate University office for follow-up. SUPPORT FOR WELLNESS & MENTAL HEALTH Northwestern University is committed to supporting the wellness of our students. Student Affairs has multiple resources to support student wellness and mental health. If you are feeling distressed or overwhelmed, please reach out for help. Students can access confidential resources through the Counseling and Psychological Services (CAPS), Religious and Spiritual Life (RSL) and the Center for Awareness, Response and Education (CARE). Syllabus",1,,0,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/365-465-42.html,,,,
COMP_SCI 338: Practicum in Intelligent Information Systems,Refer to CAESAR for more detail,"A practical excursion into the building of Intelligent Information Systems. Each student will develop a working program in the area of information access, management, capture, or retrieval. Project definition, data collection, technology selection, implementation, and project management. Semantics-oriented introduction to natural language processing, broadly construed. Representation of meaning and knowledge inference in story understanding, script/frame theory, plans and plan recognition, counter-planning, and thematic structures. This course satisfies the Software Development Breadth and project requirement. COURSE INSTRUCTOR: Prof. Larry Birnbaum (Fall) COURSE COORDINATORS: Prof. Larry Birnbaum & Prof. Kristian Hammond REQUIRED TEXTS: None PREREQUISITES: None",1,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/338-2.html,MoWe,11:00AM-12:20PM,Schapiro Hall,Kristian Hammond
COMP_SCI 350: Introduction to Computer Security,Required: COMP_SCI 213 or any equivalent computer systems introductory courses or instructor approval. Highly recommended: COMP_SCI 340 or equivalent networking introductory course,"The past decade has seen an explosion in the concern for the security of information. This course introduces students to the basic principles and practices of computer and information security. Focus will be on the software, operating system and network security techniques with detailed analysis of real-world examples. Topics include cryptography, authentication, software and operating system security (e.g., buffer overflow), Internet vulnerability (DoS attacks, viruses/worms, etc.), intrusion detection systems, firewalls, VPN, Web and wireless security. Students with good performance in the class will be awarded researchship in the academic year and/or the summer. This course can help satisfy the project course requirement for undergraduates and satisfy the breadth requirement in computer systems for system Ph.D. students. This course satisfies the Systems breadth & Technical Elective area. REQUIRED TEXTBOOKS : None REFERENCE TEXTBOOKS: Network Security - Private Communication in a Public World , by Charlie Kaufman, Radia Perlman and Mike Speciner, 2nd Edition, Prentice Hall, 2002 Cryptography and Network Security , by William Stallings, 3rd Edition, Prentice Hall, 2003 Writing Secure Code , Michael Howard and David LeBlanc, Microsoft Press, 2002. Security in Computing , Charles Pfleeger, Shari Lawrence Pfleeger, 3rd Edition, Prentice Hall, 2002. Firewalls and Internet Security: Repelling the Wily Hacker , 2nd edition, by William R. Cheswick , Steven M. Bellovin, and Aviel D. Rubin , Addison Wesley, 2003 Lecture Notes on Cryptography , by S. Goldwasser and M. Bellare COURSE INSTRUCTOR: Xinyu Xing or Mohammad Kavousi COURSE COORDINATOR: Yan Chen COURSE GOALS: Understand the fundamental principles and underlying technologies of information security and assurance; Illustrate the security principles with the state-of-the-art security technologies and products through case studies. PREREQUISITES: Required: COMP_SCI 213 or any equivalent computer systems introductory courses or instructor approval. Highly recommended: COMP_SCI 340 or equivalent networking introductory course DETAILED COURSE TOPICS: Motivation and overview of computer security Security definition, policy, mechanisms, services and models Introduction to cryptography, symmetric/asymmetric encryption Secret key case study: DES/AES algorithms Public key case study: RSA One-way hash function and message digests: MD5, SHA2 Software security Buffer overflow, heap overflow and string format bugs Detection techniques: static program analysis vs. run-time detection Operating system security techniques Dealing with bad (legacy) codes: sandboxing Multi-level security, file system security Authentication, access control, public key infrastructure (PKI, briefly) Case study: Kerberos Internet vulnerability Denial-of-service attacks viruses, worms, Trojan horses Securing the Internet Intrusion detection systems (IDSs): host- vs. network- based, signature vs. statistical detection Case study: Snort and Bro Firewalls, VPN and IPsec Web and wireless network security Case study: SSL/TLS PROJECTS: Using cryptographic software (like PGP) for secure data transfer and authentication Exploit of buffer overflow bugs and format string bugs which count for most notorious viruses/worms; Using and configuring a signature-based intrusion detection system (like snort), and implementing a tiny statistics-based IDS system to detect denial-of-service attacks and port scans with real router traffic (code templates and algorithms will be provided). GRADES: Participation 10% Homework 10% Projects 40% Mid-term Exam 20% Final Exam 20% COURSE OBJECTIVES: When a student completes this course, s/he should be able to: Understand the basic principles for information and communication security, and be able to apply these principles to evaluate and criticize information system security properties Be able to use some important and popular security tools, like encryption, digital signatures, firewalls, intrusion detection systems (IDS) Be able to identify the vulnerability of the Internet systems and recognize the mechanisms of the attacks, and apply them to design and evaluate counter-measure tools",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/350.html,,,,
COMP_ENG 203: Intro to Computer Engineering,,"Overview of computer engineering design. Number systems and Boolean algebra. Logic gates. Design of combinational circuits and simplification. Decoders, multiplexors, adders. Sequential logic and flip flops. Introduction to assembly language. REQUIRED TEXTS: McGraw Hill, Introduction to Computing Systems: From bits & gates to C & beyond , Patt & Patel, 2003, Second Edition REFERENCE TEXTS: Course handouts. COURSE INSTRUCTOR: Prof. Russ Joseph (Fall), Prof. Hai Zhou (Winter) COURSE GOALS: To provide an introduction to computer engineering concepts, both hardware and software, with emphasis placed on digital logic concepts. Topics include binary number representations, Boolean algebra, simplification methods for combinational circuits, introduction to sequential circuits, and introduction to assembly language programming. This course prepares students to take more advanced courses in any of the branches of computer engineering. PRE-REQUISITES: None DETAILED COURSE TOPICS: Introduction to the system stack (layers of abstraction) The Universal Computer Number systems and data representation CMOS Logic Introduction to the basic gates, truth tables Boolean Algebra and logic minimization Methods for converting AND/OR implementations to NAND only implementations and OR/AND implementations to NOR only implementations Design of combinational logic circuits Arithmetic circuits and useful logic building blocks (multiplexors/demutiplexors, encoders/decoders) State, latches, and flip-flops Sequential circuits and FSM design Random access memory (RAM) Von Neuman Machines Steps of Instruction Processing Datapaths Instruction Set Architectures Assembly Programming LABORATORY PROJECTS: Students get hands-on experience with designing digital circuits and programming microcontrollers. Each student is given a lab kit during the first week of class; this kit contains a breadboard, power supply, digital logic probe, tweezers for handling the wires, LEDs, resistors and TTL chips. Each week, students are given a laboratory assignment that entails a design using concepts discussed in class the previous week. The laboratory assignments are designed to allow for the completion of homework on a given concept prior to using the concept in the design. Every week, each student demonstrates their working design to the course TA. GRADES: Homeworks – 20% Labs - 30% Midterm - 20% Final - 30% COURSE OBJECTIVES: When a student completes this course, they should be able to: 1. Describe the relationship between layers in the system stack and identify the interactions between components in a computer system. 2. Design and analyze simple digital hardware. 3. Implement small routines in assembly language. ABET CONTENT CATEGORY: 100% Engineering (Design component).",1,,0,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/203.html,,,,
"COMP_SCI 396, 496: Programming Languages Seminar",Register by consent of instructor only.,"This course is a seminar organized around readings and discussions of research papers on Programming Languages (PL). Each incarnation of the course will take a deep dive into a different topic of PL research; contact the instructor for this year's topic. The course is primarily aimed at PhD students; but undergraduate or MS students who have taken 321 and 396/496: Dynamics of Programming Languages and want to learn more about PL research are also welcome. COURSE INSTRUCTOR: Prof. Christos Dimoulas COURSE COORDINATOR: Prof. Robby Findler REQUIRED TEXT: None COURSE OBJECTIVES : To learn about a topic in PL research. DETAILED COURSE TOPICS: Varies from year to year. GRADES: Based on participation in in-class discussions and activities. HOMEWORK ASSIGNMENTS: Students are asked to read a research paper every week and prepare to participate in the discussion of the paper in class. The preparation may include answering questions about the paper, creating a presentation, or explaining an idea from the paper with formalisms and code. The exact details vary based on the topic of each year.",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-496-10.html,,,,
COMP_SCI 304: Intro to Web Development,CS 214 or Instructor Consent for CS MS or CS PhD,"What does it take to build a website from scratch? How do designers create beautiful and functional interfaces? How do websites send, store, and use data? This course aims to answer these questions by giving students exposure to some of the technologies and techniques of web development – with particular focus on front-end web interfaces.",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/304.html,,,,
COMP_SCI 355: Digital Forensics and Incident Response,,"OVERVIEW: This course will focus on Digital Forensics and Incident Response (Investigations). This class will introduce the basic theory of Digital Forensics and in the lab, we will actually apply the knowledge in practical scenarios. The goal is to learn how to investigate the digital artifacts left on hard drives, logs and other networking devices. The course shall prepare you to conduct data preservation and analysis on Windows, Linux and Macintosh platforms. Students will also get exposure to the Techniques, Tactics and Procedures (TTPs) of the prominent Threat Actors and will learn to conduct digital investigations with a sound process. The co-instructor of this course will be an Incident Response Practitioner (Jibran Ilyas from Aon Cyber Solutions) who investigates data breaches for living, therefore, the course material and homework assignments will be based on real life forensic investigations. We will learn about different kind of attacks and how they can be detected via forensic investigations. Understanding the concepts of Evidence Collection, Host-Based Analysis, Memory (RAM) Analysis and Log Analysis will be essential in all fields of software development and computing. If you have any questions, please contact one of the instructors below or send an email to all instructors by clicking here . Formerly COMP_SCI 397/497. This course satisfies the Project Requirement. COURSE INSTRUCTOR: Jibran Ilyas COURSE COORDINATOR: P rof. Yan Chen PREREQUISITES: COMP_SCI 213 (Introduction to Systems) COMP_SCI 354 (Networking Penetration and Security) OR COMP_SCI 343 (Operating Systems) If you have taken neither COMP_SCI 354 nor COMP_SCI 343 yet, but have scored A- or higher in EECS 213, please email me your CV with information on related courses taken and grades. I will make a decision after collecting all the feedback. LOCATION & TIME: Location: Mondays in M164, Technological Institute, Wednesdays in Wilkinson Lab. Time: Mon/Wed 11:00am - 12:20pm OFFICE HOURS: On-site hours in Wilkinson Lab after Wed class Available upon requests. GRADING: 40% Lab Assignments 25% Midterm Project 35% Final Project For the labs, please remember to check out with one of the teaching staff at the end of each lab, and then we will discuss solutions.",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/355.html,,,,
